timestamp,temperature,humidity,cloud_cover,shortwave_radiation,dni,diffuse_radiation,wind_speed
2009-01-04T12:00,-3.1,84,99,146.0,363.5,74.0,1.4
2009-01-04T13:00,-1.9,78,100,190.0,232.9,126.0,1.3
2009-01-04T14:00,-0.8,73,100,230.0,303.4,135.0,1.8
2009-01-04T15:00,-0.3,70,100,228.0,296.4,136.0,2.1
2009-01-04T16:00,-0.2,70,100,170.0,153.7,129.0,2.9
2009-01-04T17:00,-0.5,73,100,102.0,97.1,84.0,3.3
2009-01-04T18:00,-1.3,77,100,33.0,61.0,28.0,5.2
2009-01-04T19:00,-2.3,82,100,0.0,0.0,0.0,5.4
2009-01-04T20:00,-3.0,86,100,0.0,0.0,0.0,6.0
2009-01-04T21:00,-3.5,89,100,0.0,0.0,0.0,5.8
2009-01-04T22:00,-3.6,88,97,0.0,0.0,0.0,4.9
2009-01-04T23:00,-3.2,86,94,0.0,0.0,0.0,7.1
2009-01-05T00:00,-2.7,83,90,0.0,0.0,0.0,9.7
2009-01-05T01:00,-2.4,80,93,0.0,0.0,0.0,10.1
2009-01-05T02:00,-2.1,79,99,0.0,0.0,0.0,10.1
2009-01-05T03:00,-1.9,78,100,0.0,0.0,0.0,10.0
2009-01-05T04:00,-1.8,77,100,0.0,0.0,0.0,10.1
2009-01-05T05:00,-1.8,76,100,0.0,0.0,0.0,10.6
2009-01-05T06:00,-1.6,75,99,0.0,0.0,0.0,10.8
2009-01-05T07:00,-1.6,75,100,0.0,0.0,0.0,10.0
2009-01-05T08:00,-1.6,77,100,0.0,0.0,0.0,10.0
2009-01-05T09:00,-1.5,83,99,0.0,0.0,0.0,9.4
2009-01-05T10:00,-1.3,86,97,0.0,0.0,0.0,9.1
2009-01-05T11:00,-1.0,87,100,13.0,0.0,13.0,8.9
2009-01-05T12:00,-0.3,87,100,44.0,5.0,43.0,6.2
2009-01-05T13:00,0.4,86,99,73.0,0.0,73.0,5.9
2009-01-05T14:00,1.0,86,99,108.0,31.8,98.0,5.4
2009-01-05T15:00,1.1,87,100,81.0,3.2,80.0,3.6
2009-01-05T16:00,0.9,91,99,59.0,0.0,59.0,2.6
2009-01-05T17:00,0.5,95,99,32.0,0.0,32.0,6.0
2009-01-05T18:00,0.1,97,97,10.0,0.0,10.0,9.6
2009-01-05T19:00,-0.4,97,97,0.0,0.0,0.0,12.3
2009-01-05T20:00,-0.7,96,91,0.0,0.0,0.0,14.0
2009-01-05T21:00,-1.7,89,91,0.0,0.0,0.0,14.0
2009-01-05T22:00,-1.9,87,93,0.0,0.0,0.0,13.9
2009-01-05T23:00,-2.0,86,90,0.0,0.0,0.0,12.6
2009-01-06T00:00,-2.0,86,95,0.0,0.0,0.0,11.0
2009-01-06T01:00,-1.9,87,94,0.0,0.0,0.0,10.9
2009-01-06T02:00,-1.7,88,94,0.0,0.0,0.0,11.7
2009-01-06T03:00,-1.6,87,92,0.0,0.0,0.0,12.5
2009-01-06T04:00,-1.8,85,97,0.0,0.0,0.0,14.1
2009-01-06T05:00,-2.2,82,88,0.0,0.0,0.0,16.4
2009-01-06T06:00,-3.1,80,81,0.0,0.0,0.0,16.7
2009-01-06T07:00,-4.2,81,59,0.0,0.0,0.0,16.9
2009-01-06T08:00,-5.0,82,62,0.0,0.0,0.0,17.1
2009-01-06T09:00,-4.4,79,90,0.0,0.0,0.0,16.9
2009-01-06T10:00,-4.6,77,93,1.0,0.0,1.0,17.8
2009-01-06T11:00,-4.5,72,100,26.0,11.0,25.0,18.9
2009-01-06T12:00,-4.2,69,95,86.0,45.0,77.0,16.4
2009-01-06T13:00,-4.0,67,87,132.0,75.6,111.0,16.1
2009-01-06T14:00,-3.6,62,93,225.0,369.5,108.0,15.9
2009-01-06T15:00,-3.2,61,99,263.0,524.6,98.0,16.1
2009-01-06T16:00,-3.3,60,97,206.0,397.8,98.0,16.5
2009-01-06T17:00,-3.4,61,100,140.0,414.9,61.0,16.7
2009-01-06T18:00,-3.9,65,92,43.0,188.8,27.0,14.7
2009-01-06T19:00,-4.4,67,64,0.0,0.0,0.0,12.6
2009-01-06T20:00,-5.0,69,28,0.0,0.0,0.0,13.6
2009-01-06T21:00,-5.8,75,15,0.0,0.0,0.0,13.6
2009-01-06T22:00,-6.6,76,6,0.0,0.0,0.0,13.3
2009-01-06T23:00,-7.5,75,0,0.0,0.0,0.0,11.8
2009-01-07T00:00,-8.1,75,1,0.0,0.0,0.0,10.0
2009-01-07T01:00,-8.6,75,0,0.0,0.0,0.0,9.3
2009-01-07T02:00,-9.0,75,0,0.0,0.0,0.0,9.4
2009-01-07T03:00,-9.3,74,0,0.0,0.0,0.0,11.5
2009-01-07T04:00,-9.6,74,0,0.0,0.0,0.0,12.3
2009-01-07T05:00,-9.8,74,0,0.0,0.0,0.0,11.9
2009-01-07T06:00,-10.0,73,0,0.0,0.0,0.0,10.2
2009-01-07T07:00,-10.1,72,0,0.0,0.0,0.0,9.5
2009-01-07T08:00,-10.2,71,2,0.0,0.0,0.0,9.5
2009-01-07T09:00,-10.5,79,0,0.0,0.0,0.0,8.0
2009-01-07T10:00,-10.3,77,0,1.0,0.0,1.0,7.3
2009-01-07T11:00,-9.1,72,10,63.0,393.6,27.0,8.7
2009-01-07T12:00,-6.9,62,15,171.0,580.7,54.0,9.9
2009-01-07T13:00,-4.6,55,12,257.0,680.4,67.0,10.9
2009-01-07T14:00,-2.8,54,29,299.0,703.1,75.0,11.4
2009-01-07T15:00,-1.7,57,34,286.0,640.8,83.0,11.8
2009-01-07T16:00,-1.0,61,22,244.0,646.1,67.0,12.0
2009-01-07T17:00,-1.2,66,65,154.0,523.1,53.0,10.1
2009-01-07T18:00,-1.9,73,93,43.0,243.5,22.0,10.1
2009-01-07T19:00,-1.9,77,100,0.0,0.0,0.0,10.8
2009-01-07T20:00,-1.5,80,93,0.0,0.0,0.0,11.3
2009-01-07T21:00,-1.5,84,94,0.0,0.0,0.0,10.7
2009-01-07T22:00,-1.4,88,99,0.0,0.0,0.0,10.1
2009-01-07T23:00,-1.2,91,100,0.0,0.0,0.0,10.4
2009-01-08T00:00,-1.0,94,96,0.0,0.0,0.0,10.8
2009-01-08T01:00,-0.7,95,84,0.0,0.0,0.0,11.5
2009-01-08T02:00,-0.5,96,88,0.0,0.0,0.0,12.0
2009-01-08T03:00,-0.7,96,97,0.0,0.0,0.0,13.2
2009-01-08T04:00,-0.6,97,100,0.0,0.0,0.0,14.0
2009-01-08T05:00,-0.4,97,87,0.0,0.0,0.0,13.5
2009-01-08T06:00,-0.3,96,75,0.0,0.0,0.0,13.7
2009-01-08T07:00,-0.5,96,94,0.0,0.0,0.0,14.3
2009-01-08T08:00,-1.1,95,82,0.0,0.0,0.0,14.3
2009-01-08T09:00,-1.9,96,72,0.0,0.0,0.0,14.0
2009-01-08T10:00,-2.5,95,62,1.0,0.0,1.0,13.6
2009-01-08T11:00,-2.5,88,67,39.0,152.0,25.0,13.8
2009-01-08T12:00,-2.4,82,49,89.0,118.3,65.0,14.8
2009-01-08T13:00,-1.9,76,10,157.0,128.1,121.0,16.6
2009-01-08T14:00,-1.3,70,7,214.0,252.6,133.0,16.5
2009-01-08T15:00,-0.6,64,14,300.0,695.7,78.0,16.3
2009-01-08T16:00,-0.5,62,16,243.0,607.5,75.0,16.3
2009-01-08T17:00,-1.0,66,17,145.0,398.3,67.0,14.3
2009-01-08T18:00,-2.3,71,14,53.0,319.0,25.0,12.1
2009-01-08T19:00,-3.4,74,9,0.0,0.0,0.0,11.1
2009-01-08T20:00,-4.2,76,4,0.0,0.0,0.0,11.0
2009-01-08T21:00,-4.3,80,2,0.0,0.0,0.0,10.5
2009-01-08T22:00,-4.6,78,0,0.0,0.0,0.0,10.0
2009-01-08T23:00,-5.0,76,0,0.0,0.0,0.0,9.6
2009-01-09T00:00,-5.3,76,0,0.0,0.0,0.0,8.9
2009-01-09T01:00,-5.6,75,0,0.0,0.0,0.0,7.7
2009-01-09T02:00,-5.8,76,0,0.0,0.0,0.0,7.0
2009-01-09T03:00,-6.1,76,0,0.0,0.0,0.0,7.1
2009-01-09T04:00,-6.3,77,0,0.0,0.0,0.0,7.5
2009-01-09T05:00,-6.6,78,0,0.0,0.0,0.0,7.7
2009-01-09T06:00,-6.9,80,0,0.0,0.0,0.0,8.0
2009-01-09T07:00,-7.0,80,0,0.0,0.0,0.0,7.9
2009-01-09T08:00,-7.2,81,0,0.0,0.0,0.0,7.6
2009-01-09T09:00,-7.7,87,0,0.0,0.0,0.0,7.9
2009-01-09T10:00,-7.9,88,0,1.0,0.0,1.0,8.0
2009-01-09T11:00,-7.1,84,0,62.0,366.1,28.0,4.4
2009-01-09T12:00,-5.6,78,0,169.0,557.9,55.0,5.0
2009-01-09T13:00,-4.0,73,0,255.0,664.8,67.0,4.8
2009-01-09T14:00,-2.7,69,0,301.0,706.4,73.0,5.1
2009-01-09T15:00,-1.8,67,0,299.0,706.0,72.0,4.8
2009-01-09T16:00,-1.3,66,0,250.0,659.0,66.0,5.9
2009-01-09T17:00,-1.5,68,0,162.0,548.7,53.0,4.8
2009-01-09T18:00,-2.6,74,0,56.0,347.0,25.0,8.7
2009-01-09T19:00,-3.8,79,0,1.0,0.0,1.0,8.9
2009-01-09T20:00,-4.7,82,0,0.0,0.0,0.0,8.7
2009-01-09T21:00,-5.5,87,0,0.0,0.0,0.0,9.2
2009-01-09T22:00,-6.0,88,0,0.0,0.0,0.0,9.3
2009-01-09T23:00,-6.5,89,0,0.0,0.0,0.0,8.4
2009-01-10T00:00,-6.9,90,0,0.0,0.0,0.0,7.7
2009-01-10T01:00,-7.1,90,0,0.0,0.0,0.0,8.0
2009-01-10T02:00,-7.4,91,0,0.0,0.0,0.0,8.1
2009-01-10T03:00,-7.5,91,0,0.0,0.0,0.0,8.2
2009-01-10T04:00,-7.7,91,0,0.0,0.0,0.0,7.7
2009-01-10T05:00,-7.9,92,0,0.0,0.0,0.0,6.8
2009-01-10T06:00,-8.1,92,2,0.0,0.0,0.0,4.9
2009-01-10T07:00,-8.2,92,0,0.0,0.0,0.0,3.6
2009-01-10T08:00,-8.5,92,5,0.0,0.0,0.0,2.7
2009-01-10T09:00,-8.8,94,5,0.0,0.0,0.0,2.6
2009-01-10T10:00,-9.0,94,0,1.0,0.0,1.0,3.6
2009-01-10T11:00,-8.0,92,31,51.0,170.1,35.0,2.2
2009-01-10T12:00,-6.6,89,99,135.0,276.8,78.0,1.8
2009-01-10T13:00,-4.6,83,45,203.0,316.1,113.0,2.6
2009-01-10T14:00,-2.5,77,5,281.0,556.9,100.0,1.8
2009-01-10T15:00,-0.9,72,0,300.0,703.6,72.0,1.5
2009-01-10T16:00,-0.2,70,0,252.0,659.7,66.0,3.0
2009-01-10T17:00,-0.2,72,0,164.0,550.8,53.0,4.1
2009-01-10T18:00,-1.1,77,0,58.0,351.9,26.0,9.2
2009-01-10T19:00,-2.9,86,0,1.0,0.0,1.0,9.8
2009-01-10T20:00,-4.3,89,2,0.0,0.0,0.0,3.8
2009-01-10T21:00,-3.3,84,40,0.0,0.0,0.0,4.3
2009-01-10T22:00,-5.2,90,16,0.0,0.0,0.0,7.9
2009-01-10T23:00,-4.1,88,14,0.0,0.0,0.0,5.1
2009-01-11T00:00,-6.0,91,56,0.0,0.0,0.0,7.9
2009-01-11T01:00,-6.1,92,70,0.0,0.0,0.0,9.0
2009-01-11T02:00,-6.1,91,55,0.0,0.0,0.0,8.6
2009-01-11T03:00,-6.1,92,2,0.0,0.0,0.0,8.0
2009-01-11T04:00,-6.2,92,0,0.0,0.0,0.0,7.6
2009-01-11T05:00,-6.4,92,0,0.0,0.0,0.0,9.4
2009-01-11T06:00,-6.6,92,0,0.0,0.0,0.0,7.9
2009-01-11T07:00,-6.5,92,0,0.0,0.0,0.0,7.2
2009-01-11T08:00,-6.4,91,0,0.0,0.0,0.0,7.6
2009-01-11T09:00,-6.6,92,0,0.0,0.0,0.0,8.4
2009-01-11T10:00,-6.3,90,0,1.0,0.0,1.0,8.6
2009-01-11T11:00,-4.8,88,1,64.0,366.5,29.0,10.4
2009-01-11T12:00,-2.0,78,2,171.0,558.5,55.0,9.5
2009-01-11T13:00,0.8,68,2,260.0,673.0,67.0,9.8
2009-01-11T14:00,2.9,61,32,305.0,711.8,72.0,10.5
2009-01-11T15:00,4.2,58,60,303.0,697.9,75.0,10.8
2009-01-11T16:00,4.7,58,77,255.0,656.7,68.0,11.3
2009-01-11T17:00,3.9,61,68,164.0,528.1,56.0,10.8
2009-01-11T18:00,2.0,69,41,61.0,356.4,28.0,10.8
2009-01-11T19:00,0.2,76,5,1.0,0.0,1.0,11.7
2009-01-11T20:00,-0.7,80,5,0.0,0.0,0.0,11.8
2009-01-11T21:00,-1.1,82,20,0.0,0.0,0.0,11.5
2009-01-11T22:00,-1.5,83,81,0.0,0.0,0.0,11.3
2009-01-11T23:00,-1.8,84,98,0.0,0.0,0.0,11.5
2009-01-12T00:00,-1.9,85,91,0.0,0.0,0.0,13.3
2009-01-12T01:00,-1.8,85,87,0.0,0.0,0.0,13.0
2009-01-12T02:00,-1.8,85,94,0.0,0.0,0.0,13.6
2009-01-12T03:00,-1.6,84,99,0.0,0.0,0.0,14.3
2009-01-12T04:00,-1.4,82,98,0.0,0.0,0.0,14.3
2009-01-12T05:00,-1.3,82,98,0.0,0.0,0.0,14.3
2009-01-12T06:00,-1.2,82,98,0.0,0.0,0.0,14.6
2009-01-12T07:00,-1.0,83,96,0.0,0.0,0.0,15.3
2009-01-12T08:00,-0.9,84,96,0.0,0.0,0.0,15.7
2009-01-12T09:00,-1.1,89,94,0.0,0.0,0.0,16.4
2009-01-12T10:00,-1.1,89,97,1.0,0.0,1.0,16.8
2009-01-12T11:00,-0.2,86,95,51.0,123.6,39.0,18.6
2009-01-12T12:00,1.5,80,80,153.0,367.4,76.0,19.8
2009-01-12T13:00,3.2,74,64,242.0,543.3,85.0,19.4
2009-01-12T14:00,4.4,72,63,276.0,491.1,114.0,19.6
2009-01-12T15:00,5.0,71,88,253.0,382.5,127.0,18.2
2009-01-12T16:00,4.9,72,100,174.0,152.9,130.0,18.5
2009-01-12T17:00,4.4,74,100,107.0,81.9,90.0,18.4
2009-01-12T18:00,3.3,80,98,47.0,137.6,34.0,17.9
2009-01-12T19:00,2.8,82,97,1.0,0.0,1.0,19.0
2009-01-12T20:00,2.6,83,98,0.0,0.0,0.0,19.7
2009-01-12T21:00,3.2,78,88,0.0,0.0,0.0,19.5
2009-01-12T22:00,3.5,75,95,0.0,0.0,0.0,20.0
2009-01-12T23:00,3.6,74,97,0.0,0.0,0.0,20.3
2009-01-13T00:00,3.3,77,100,0.0,0.0,0.0,21.4
2009-01-13T01:00,3.2,78,100,0.0,0.0,0.0,20.6
2009-01-13T02:00,3.1,77,100,0.0,0.0,0.0,19.2
2009-01-13T03:00,3.1,78,100,0.0,0.0,0.0,17.9
2009-01-13T04:00,2.8,82,100,0.0,0.0,0.0,16.9
2009-01-13T05:00,2.7,82,100,0.0,0.0,0.0,17.1
2009-01-13T06:00,2.7,82,100,0.0,0.0,0.0,17.7
2009-01-13T07:00,2.5,83,100,0.0,0.0,0.0,17.4
2009-01-13T08:00,2.3,84,99,0.0,0.0,0.0,16.2
2009-01-13T09:00,2.6,88,99,0.0,0.0,0.0,15.8
2009-01-13T10:00,2.4,89,100,0.0,0.0,0.0,15.3
2009-01-13T11:00,2.4,88,100,12.0,0.0,12.0,14.8
2009-01-13T12:00,2.6,88,100,41.0,0.0,41.0,13.5
2009-01-13T13:00,3.0,86,100,73.0,20.6,67.0,13.8
2009-01-13T14:00,3.8,84,100,100.0,36.1,88.0,13.3
2009-01-13T15:00,4.0,85,100,73.0,9.0,70.0,13.1
2009-01-13T16:00,4.0,87,100,50.0,6.9,48.0,12.1
2009-01-13T17:00,3.9,90,100,27.0,0.0,27.0,11.3
2009-01-13T18:00,3.8,91,100,12.0,0.0,12.0,10.9
2009-01-13T19:00,3.6,93,100,1.0,0.0,1.0,10.7
2009-01-13T20:00,3.5,94,100,0.0,0.0,0.0,10.3
2009-01-13T21:00,3.1,94,100,0.0,0.0,0.0,10.0
2009-01-13T22:00,3.1,95,100,0.0,0.0,0.0,10.0
2009-01-13T23:00,3.2,97,98,0.0,0.0,0.0,9.7
2009-01-14T00:00,2.8,98,88,0.0,0.0,0.0,9.4
2009-01-14T01:00,2.4,98,96,0.0,0.0,0.0,9.0
2009-01-14T02:00,2.0,99,100,0.0,0.0,0.0,9.0
2009-01-14T03:00,1.7,99,100,0.0,0.0,0.0,9.6
2009-01-14T04:00,1.5,98,100,0.0,0.0,0.0,10.3
2009-01-14T05:00,1.0,98,100,0.0,0.0,0.0,9.8
2009-01-14T06:00,0.3,97,100,0.0,0.0,0.0,9.2
2009-01-14T07:00,-0.0,97,100,0.0,0.0,0.0,9.2
2009-01-14T08:00,0.0,97,100,0.0,0.0,0.0,8.7
2009-01-14T09:00,1.3,100,100,0.0,0.0,0.0,9.7
2009-01-14T10:00,1.5,99,100,1.0,0.0,1.0,9.4
2009-01-14T11:00,1.8,99,100,16.0,0.0,16.0,9.5
2009-01-14T12:00,2.5,94,100,53.0,9.4,51.0,9.0
2009-01-14T13:00,3.3,92,100,114.0,91.9,87.0,8.4
2009-01-14T14:00,4.2,89,100,158.0,161.1,104.0,8.4
2009-01-14T15:00,4.9,82,100,146.0,134.2,101.0,8.7
2009-01-14T16:00,5.4,77,100,140.0,132.6,101.0,7.6
2009-01-14T17:00,5.3,79,92,94.0,65.4,80.0,4.3
2009-01-14T18:00,4.0,87,91,39.0,108.8,28.0,4.2
2009-01-14T19:00,2.4,91,88,2.0,0.0,2.0,4.1
2009-01-14T20:00,1.0,93,66,0.0,0.0,0.0,5.2
2009-01-14T21:00,0.8,96,70,0.0,0.0,0.0,6.2
2009-01-14T22:00,0.6,96,63,0.0,0.0,0.0,7.0
2009-01-14T23:00,0.3,96,57,0.0,0.0,0.0,7.8
2009-01-15T00:00,0.1,95,52,0.0,0.0,0.0,8.6
2009-01-15T01:00,-0.1,95,57,0.0,0.0,0.0,9.2
2009-01-15T02:00,0.2,95,70,0.0,0.0,0.0,9.6
2009-01-15T03:00,0.3,94,74,0.0,0.0,0.0,10.0
2009-01-15T04:00,0.5,94,76,0.0,0.0,0.0,10.4
2009-01-15T05:00,0.5,94,75,0.0,0.0,0.0,10.2
2009-01-15T06:00,0.1,95,78,0.0,0.0,0.0,10.7
2009-01-15T07:00,-0.1,96,75,0.0,0.0,0.0,10.8
2009-01-15T08:00,-0.1,96,71,0.0,0.0,0.0,11.8
2009-01-15T09:00,0.4,96,86,0.0,0.0,0.0,11.7
2009-01-15T10:00,0.2,96,92,1.0,0.0,1.0,11.8
2009-01-15T11:00,1.1,96,95,45.0,204.7,24.0,14.0
2009-01-15T12:00,1.5,94,74,114.0,222.2,66.0,12.3
2009-01-15T13:00,1.9,89,35,144.0,182.2,90.0,12.7
2009-01-15T14:00,2.2,87,61,201.0,207.0,131.0,12.5
2009-01-15T15:00,2.6,85,99,246.0,366.4,122.0,13.0
2009-01-15T16:00,2.6,84,99,201.0,252.2,126.0,13.4
2009-01-15T17:00,2.3,85,97,138.0,262.0,81.0,12.3
2009-01-15T18:00,1.5,90,99,44.0,38.2,40.0,12.6
2009-01-15T19:00,0.9,94,100,2.0,0.0,2.0,12.8
2009-01-15T20:00,0.8,94,98,0.0,0.0,0.0,14.1
2009-01-15T21:00,1.1,93,92,0.0,0.0,0.0,14.8
2009-01-15T22:00,0.8,93,83,0.0,0.0,0.0,14.9
2009-01-15T23:00,0.5,93,83,0.0,0.0,0.0,13.2
2009-01-16T00:00,0.3,93,97,0.0,0.0,0.0,12.2
2009-01-16T01:00,0.2,93,98,0.0,0.0,0.0,13.0
2009-01-16T02:00,-0.0,93,97,0.0,0.0,0.0,11.9
2009-01-16T03:00,-0.4,94,99,0.0,0.0,0.0,10.8
2009-01-16T04:00,-0.8,93,92,0.0,0.0,0.0,11.0
2009-01-16T05:00,-1.0,93,98,0.0,0.0,0.0,10.5
2009-01-16T06:00,-1.1,92,84,0.0,0.0,0.0,9.9
2009-01-16T07:00,-1.3,92,62,0.0,0.0,0.0,10.0
2009-01-16T08:00,-1.5,92,79,0.0,0.0,0.0,10.5
2009-01-16T09:00,-1.3,91,97,0.0,0.0,0.0,11.2
2009-01-16T10:00,-1.1,91,98,2.0,0.0,2.0,12.2
2009-01-16T11:00,0.1,89,98,57.0,152.9,41.0,13.6
2009-01-16T12:00,2.0,85,96,140.0,238.1,88.0,13.0
2009-01-16T13:00,3.5,82,98,158.0,210.6,95.0,12.9
2009-01-16T14:00,3.9,83,96,98.0,108.5,61.0,12.7
2009-01-16T15:00,4.3,84,99,86.0,73.2,61.0,13.1
2009-01-16T16:00,4.2,87,100,36.0,0.0,36.0,12.7
2009-01-16T17:00,4.5,87,100,41.0,0.0,41.0,12.9
2009-01-16T18:00,4.3,90,100,24.0,0.0,24.0,12.0
2009-01-16T19:00,4.1,92,100,1.0,0.0,1.0,11.5
2009-01-16T20:00,4.0,94,100,0.0,0.0,0.0,11.8
2009-01-16T21:00,4.4,94,100,0.0,0.0,0.0,11.8
2009-01-16T22:00,4.3,95,99,0.0,0.0,0.0,11.4
2009-01-16T23:00,4.3,95,99,0.0,0.0,0.0,11.5
2009-01-17T00:00,4.2,96,100,0.0,0.0,0.0,10.5
2009-01-17T01:00,4.2,96,100,0.0,0.0,0.0,11.7
2009-01-17T02:00,4.2,97,100,0.0,0.0,0.0,12.1
2009-01-17T03:00,4.3,97,100,0.0,0.0,0.0,12.5
2009-01-17T04:00,4.3,97,100,0.0,0.0,0.0,12.1
